"id_person_unique","id_fam1968","employed","emp_2023","sex","age_2021","emp_2021","educ_yrs_2021","days_unemp_2021","flourish_2021","soc_anxiety_2021","fam_expend_2021","female","emp_2021_working","log_fam_expend_2021","age_2023","food_ranout_2023","food_notlast_2023"
"5863_44",5863,0,3,2,26,6,10,0,16,3,15038.75,1,0,9.61845197502525,28,NA,NA
"5863_45",5863,0,3,2,22,6,13,0,12,3,16437.6,1,0,9.70738750683316,25,2,2
"5863_46",5863,1,1,1,20,8,11,0,13,3,16437.6,0,0,9.70738750683316,22,NA,NA
"5863_47",5863,0,3,2,17,3,10,NA,NA,NA,52690,1,0,10.8721999419566,19,2,2
"5864_36",5864,1,1,2,26,7,12,0,12,5,64979.35,1,0,11.0818401954813,28,NA,NA
"5871_32",5871,1,1,2,18,7,11,0,16,4,38072.4,1,0,10.547271154556,20,NA,NA
"5872_42",5872,1,1,2,24,1,14,NA,NA,NA,85029.47,1,1,11.3507649418255,26,NA,NA
"5872_44",5872,1,1,2,19,1,11,0,18,5,22810,1,1,10.0349981547383,20,NA,NA
"5876_34",5876,1,1,1,24,1,15,0,10,3,38270,0,1,10.5524477082064,25,NA,NA
"5901_43",5901,0,3,2,25,3,12,0,14,3,29721.04,1,0,10.2996441371221,27,NA,NA
"5904_49",5904,1,1,2,26,1,14,0,14,2,59504,1,1,10.9938156216165,28,NA,NA
"5904_50",5904,0,3,2,26,1,14,0,15,1,33840,1,1,10.429428364111,28,NA,NA
"5904_52",5904,1,1,2,24,1,12,0,9,4,53882.78,1,1,10.8945847839655,26,NA,NA
"5904_54",5904,1,1,1,22,1,11,0,18,1,26100,0,1,10.1697289067531,24,NA,NA
"5904_56",5904,0,3,2,23,1,12,0,16,2,60700.7,1,1,11.0137269832452,25,NA,NA
"5904_57",5904,1,1,2,22,1,12,0,14,3,60700.7,1,1,11.0137269832452,24,NA,NA
"5904_220",5904,1,1,1,17,7,11,NA,NA,NA,56068.58,0,0,10.934348698453,19,NA,NA
"5909_194",5909,0,3,2,23,1,11,0,16,2,22330,1,1,10.0137311266349,26,NA,NA
"5909_195",5909,0,3,2,20,1,10,0,9,5,49548,1,1,10.8107173579198,22,NA,NA
"5916_38",5916,1,1,2,25,1,12,0,11,4,63847.36,1,1,11.0642661759311,28,NA,NA
"5916_39",5916,1,1,1,25,1,16,0,14,4,32636.99,0,1,10.3932322262995,27,NA,NA
"5916_41",5916,1,1,1,19,8,NA,NA,NA,NA,67468,0,0,11.1194235121095,22,NA,NA
"5916_43",5916,0,3,2,18,3,11,0,12,2,29226.07,1,0,10.282850613601,21,NA,NA
"5916_179",5916,1,1,2,22,3,12,0,14,3,33464.75,1,0,10.4182778067583,24,NA,NA
"5921_33",5921,0,3,2,23,1,12,0,13,4,21104.01,1,1,9.95726573203786,25,NA,NA
"5921_34",5921,1,1,2,21,3,12,0,6,5,135061,1,0,11.8134892112526,22,NA,NA
"5922_246",5922,0,3,2,20,2,9,0,17,2,65188.6,1,1,11.0850552259893,22,NA,NA
"5922_247",5922,0,3,2,21,1,12,0,11,2,23610,1,1,10.069467984117,23,NA,NA
"5922_250",5922,0,3,2,17,7,10,0,9,5,65188.6,1,0,11.0850552259893,19,1,2
"5925_42",5925,1,1,2,26,8,12,0,11,4,37720,1,0,10.5379722475307,28,NA,NA
"5925_46",5925,0,3,1,17,7,11,NA,NA,NA,36800,0,0,10.5132802977009,18,NA,NA
"5926_38",5926,1,1,1,24,1,15,0,17,3,49029.89,0,1,10.8002057866323,26,NA,NA
"5938_34",5938,0,3,2,25,3,12,0,13,3,79155.52,1,0,11.2791824371534,27,1,1
"5938_36",5938,0,3,1,20,1,13,0,12,2,79155.52,0,1,11.2791824371534,22,3,2
"5940_33",5940,1,1,1,17,7,10,NA,NA,NA,98857,0,0,11.5014397560271,19,3,3
"5942_39",5942,1,1,2,21,1,13,0,10,5,47502.29,1,1,10.768554250782,23,NA,NA
"5959_39",5959,1,1,2,21,6,13,0,12,5,18428,1,0,9.82168078983204,23,1,1
"5959_41",5959,1,1,2,19,8,10,NA,NA,NA,32968,1,0,10.4033230050022,21,NA,NA
"5959_181",5959,1,2,2,25,1,14,0,15,2,31770.22,1,1,10.3663161275335,28,NA,NA
"5959_186",5959,1,2,2,23,3,12,0,17,3,31978.26,1,0,10.3728428466581,24,NA,NA
"5960_46",5960,1,1,2,26,1,13,0,15,3,31920.45,1,1,10.3710334765972,28,NA,NA
"5960_47",5960,1,1,2,25,3,10,0,18,4,59564.81,1,0,10.9948370307308,27,NA,NA
"5960_48",5960,1,1,1,25,1,13,0,8,4,21087.89,0,1,9.95650164050878,27,NA,NA
"5960_49",5960,0,3,2,24,1,14,0,9,2,68301.21,1,1,11.1316974022828,25,NA,NA
"5960_52",5960,1,1,1,22,1,14,0,12,3,23785.61,0,1,10.0768780962959,23,NA,NA
"5960_53",5960,0,3,1,21,1,14,0,8,3,114463.01,0,1,11.6480157294225,23,NA,NA
"5960_55",5960,1,1,1,19,1,12,0,8,5,114463.01,0,1,11.6480157294225,21,NA,NA
"5960_56",5960,1,1,1,18,1,13,0,15,2,64564,0,1,11.0754277472808,20,3,3
"5964_33",5964,1,1,2,24,1,12,0,13,3,35123.14,1,1,10.4666439223505,26,NA,NA
"5965_41",5965,1,1,1,19,1,12,0,13,2,66372.75,0,1,11.1030569259752,21,NA,NA
"5968_34",5968,1,1,2,23,1,12,0,12,2,45452,1,1,10.7244341040279,26,NA,NA
"5968_182",5968,1,1,2,24,1,16,0,NA,2,64753.18,1,1,11.0783535334627,26,NA,NA
"5977_36",5977,1,1,2,22,1,13,NA,NA,NA,38280,1,1,10.5527089685277,24,NA,NA
"5984_36",5984,0,3,2,24,3,13,NA,NA,NA,13299.75,1,0,9.49557570359738,26,NA,NA
"5990_38",5990,1,2,1,24,1,12,0,10,4,38568.19,0,1,10.5602090502039,26,NA,NA
"5991_34",5991,1,1,2,24,1,14,0,13,2,26560,1,1,10.187199253484,27,NA,NA
"5995_46",5995,1,1,1,18,1,NA,0,10,4,38088,0,1,10.5476808055181,20,NA,NA
"5998_190",5998,1,1,1,16,6,11,NA,NA,NA,51809.03,0,0,10.8553390388475,18,3,3
"6030_39",6030,1,1,1,21,1,11,0,15,4,19760,0,1,9.8914655773088,23,NA,NA
"6030_40",6030,1,1,2,19,1,13,0,9,4,59760,1,1,10.9981085532678,21,NA,NA
"6030_184",6030,1,1,1,25,7,15,0,11,3,23940,0,0,10.083347749334,28,NA,NA
"6030_185",6030,1,1,2,25,1,15,0,13,2,59760,1,1,10.9981085532678,27,NA,NA
"6040_37",6040,1,1,2,24,1,16,0,13,5,49113.26,1,1,10.8019046993152,26,NA,NA
"6051_39",6051,0,3,1,23,1,14,0,12,3,16643.07,0,1,9.71980927581377,25,NA,NA
"6053_38",6053,0,3,1,24,6,12,0,17,1,24896.55,0,0,10.1225246840375,25,NA,NA
"6054_33",6054,0,3,1,23,1,16,NA,NA,NA,72601.66,0,1,11.1927568392601,26,NA,NA
"6064_42",6064,0,3,2,21,1,13,0,15,2,27481.55,1,1,10.2213065367909,23,NA,NA
"6064_44",6064,1,1,2,18,1,11,0,17,3,23423.08,1,1,10.0615198320558,19,NA,NA
"6069_176",6069,1,1,2,21,1,14,0,16,3,19881.52,1,1,9.8975962327405,23,NA,NA
"6093_41",6093,0,3,2,27,1,12,0,14,3,19720.59,1,1,9.88946925370954,28,NA,NA
"6093_45",6093,0,3,2,18,1,11,0,12,3,73864,1,1,11.2099943817557,20,2,2
"6103_43",6103,1,1,1,24,1,15,0,13,2,66890.03,0,1,11.1108201564092,27,NA,NA
"6103_187",6103,1,1,1,18,1,12,0,6,3,84384,0,1,11.3431449396706,20,NA,NA
"6107_47",6107,1,1,2,26,1,14,0,6,4,28771.74,1,1,10.267183690106,28,NA,NA
"6107_50",6107,1,1,2,22,1,12,0,NA,NA,23900,1,1,10.0816755780485,23,NA,NA
"6107_53",6107,1,1,1,18,7,12,0,10,4,29666.73,0,0,10.2978152021005,21,3,3
"6107_54",6107,1,1,2,16,7,10,NA,NA,NA,29666.73,1,0,10.2978152021005,18,NA,NA
"6107_209",6107,0,3,2,19,1,11,0,7,3,29020,1,1,10.2757749848383,21,NA,NA
"6110_48",6110,1,1,2,22,2,12,0,12,3,60774,1,1,11.0149337991843,25,NA,NA
"6111_34",6111,1,1,2,26,1,16,0,14,3,44560,1,1,10.7046143160011,28,NA,NA
"6112_35",6112,1,1,1,24,1,12,0,12,1,45192.67,0,1,10.7187123117654,26,NA,NA
"6112_37",6112,1,1,2,23,3,12,0,14,3,17570,1,0,9.77400509475789,25,NA,NA
"6112_192",6112,1,1,2,26,3,12,0,9,5,30338.62,1,0,10.3202097281042,28,NA,NA
"6114_222",6114,1,1,1,22,1,12,0,6,2,45532.8,0,1,10.7262101863001,24,NA,NA
"6115_52",6115,0,3,1,26,1,11,0,12,2,27840,0,1,10.2342650333435,28,NA,NA
"6115_56",6115,1,1,2,22,1,12,0,10,2,24506.15,1,1,10.1067201906915,23,NA,NA
"6115_200",6115,0,3,1,18,7,12,0,11,3,128876.06,0,0,11.7666142056726,20,NA,NA
"6120_35",6120,1,1,2,23,1,13,0,8,5,28440,1,1,10.255587045043,25,NA,NA
"6121_57",6121,1,1,1,25,7,12,0,18,1,39184.71,0,0,10.5760674185011,27,NA,NA
"6121_62",6121,0,3,1,24,3,11,0,11,3,39228.82,0,0,10.5771924508678,26,NA,NA
"6121_65",6121,0,3,1,22,6,10,0,15,1,86800,0,0,11.3713734213194,23,1,1
"6121_66",6121,0,3,1,20,3,11,NA,NA,NA,86800,0,0,11.3713734213194,22,3,NA
"6121_68",6121,0,3,1,18,3,11,0,14,2,86800,0,0,11.3713734213194,20,NA,NA
"6125_190",6125,1,1,2,25,1,13,0,12,2,46877.3,1,1,10.7553101607947,27,NA,NA
"6127_39",6127,0,3,1,25,3,12,0,11,1,10274.42,0,0,9.23750991444145,27,3,3
"6127_41",6127,0,3,2,22,8,12,0,16,3,56375.61,1,0,10.9398096351555,24,3,3
"6127_42",6127,0,3,1,18,7,12,0,13,3,11566,0,0,9.3559114952954,20,NA,NA
"6159_41",6159,0,3,1,22,8,12,0,16,1,19412,0,0,9.87369822372538,24,3,3
"6166_59",6166,0,3,2,26,3,12,0,16,3,4035.91,1,0,8.30323482682192,28,NA,NA
"6166_62",6166,1,1,2,25,1,16,0,18,2,39630,1,1,10.5873669192752,27,NA,NA
"6166_64",6166,1,1,2,22,1,13,0,17,3,10265.36,1,1,9.23662780971756,24,3,3
"6166_65",6166,1,1,1,23,1,12,0,16,2,26260,0,1,10.1758402278629,25,NA,NA
"6166_66",6166,1,1,2,21,1,12,0,12,3,15536.74,1,1,9.65102718220007,23,NA,NA
"6166_71",6166,1,1,2,19,1,12,0,18,2,32417.24,1,1,10.3864765063392,20,3,3
"6171_199",6171,1,1,2,23,1,16,0,9,3,90597.96,1,1,11.4141980129365,25,NA,NA
"6191_33",6191,1,1,1,23,3,17,0,12,3,94600,0,0,11.4574233258086,26,NA,NA
"6200_40",6200,0,3,1,27,3,16,0,11,3,57856.31,0,0,10.9657350859181,28,NA,NA
"6200_41",6200,1,1,2,25,1,13,0,12,3,30368,1,1,10.3211776302669,27,NA,NA
"6203_39",6203,0,3,1,18,6,12,0,12,4,12720.05,0,0,9.45101338065709,20,NA,NA
"6205_41",6205,1,1,2,26,1,16,0,14,3,58706.6,1,1,10.9803244693264,27,NA,NA
"6205_42",6205,1,1,1,26,1,12,0,16,1,33040,0,1,10.4055044935207,27,NA,NA
"6205_43",6205,1,1,2,22,1,13,0,10,3,55188.21,1,1,10.9185227421437,25,3,3
"6205_44",6205,0,3,1,22,3,13,0,15,3,45599,0,0,10.7276629955025,24,3,3
"6205_45",6205,0,3,2,24,3,13,0,16,2,19512.44,1,0,9.87885873791062,26,NA,NA
"6205_48",6205,0,3,1,16,7,9,NA,NA,NA,19512.44,0,0,9.87885873791062,18,3,3
"6210_42",6210,0,3,1,22,3,13,0,11,3,29773.52,0,0,10.3014082731868,24,NA,NA
"6212_40",6212,1,1,2,23,1,12,0,16,2,30172,1,1,10.314702763736,26,NA,NA
"6212_179",6212,1,1,2,20,3,12,0,11,5,16100,1,0,9.68663666084494,21,NA,NA
"6212_185",6212,1,1,2,16,7,10,NA,NA,NA,18744.11,1,0,9.83868819738432,18,NA,NA
"6217_37",6217,1,1,2,20,1,13,0,14,4,74264.24,1,1,11.2153982881288,22,NA,NA
"6227_31",6227,1,1,2,26,1,12,0,10,4,127559.82,1,1,11.7563485494508,28,NA,NA
"6231_46",6231,1,1,1,17,7,11,NA,NA,NA,31122,0,0,10.3457023746743,19,2,2
"6232_46",6232,0,3,1,26,3,12,0,15,4,7365,0,0,8.90463009700501,28,NA,NA
"6232_47",6232,1,1,2,26,1,14,0,14,3,80912.48,1,1,11.3011357146296,28,NA,NA
"6233_185",6233,0,3,2,23,1,12,0,6,2,12160,1,1,9.405989388981,25,NA,NA
"6262_39",6262,1,1,1,21,1,12,NA,NA,NA,79912,0,1,11.2886938218988,23,NA,NA
"6262_40",6262,1,1,2,18,1,12,0,10,2,79912,1,1,11.2886938218988,20,NA,NA
"6262_41",6262,1,1,1,16,1,10,NA,NA,NA,79912,0,1,11.2886938218988,18,NA,NA
"6287_46",6287,1,2,1,22,1,12,0,14,2,24612.98,0,1,10.1110698531862,24,NA,NA
"6287_47",6287,1,1,1,21,3,14,0,15,3,47472.15,0,0,10.7679195670434,23,NA,NA
"6287_48",6287,1,1,1,18,1,11,0,14,3,53187,0,1,10.8815880859766,20,3,3
"6316_33",6316,1,1,1,25,1,12,0,16,3,60960,0,1,11.0179895944255,28,NA,NA
"6335_37",6335,1,1,2,25,1,12,0,14,4,54025.33,1,1,10.8972267993044,26,NA,NA
"6335_38",6335,1,1,1,24,3,11,0,9,5,31980,0,0,10.3728972554425,26,1,2
"6335_40",6335,1,1,2,21,1,12,0,8,4,28599.37,1,1,10.2611749337872,23,NA,NA
"6357_36",6357,1,1,1,20,1,12,0,15,1,36040,0,1,10.4924124582852,21,NA,NA
"6357_38",6357,1,1,1,18,6,12,0,10,4,36040,0,0,10.4924124582852,20,NA,NA
"6361_34",6361,1,1,1,25,1,12,0,8,2,49073.02,0,1,10.8010850495107,27,NA,NA
"6365_199",6365,1,1,1,17,1,12,NA,NA,NA,36531,0,1,10.5059438678116,20,NA,NA
"6367_38",6367,1,1,2,22,1,14,0,3,5,52338.16,1,1,10.8655001270444,24,NA,NA
"6367_185",6367,0,3,1,18,7,11,NA,NA,NA,32304.23,0,0,10.3829844156078,20,NA,NA
"6368_36",6368,1,1,2,20,1,12,0,15,2,46126.35,1,1,10.7391613285545,23,NA,NA
"6370_42",6370,1,1,1,26,3,12,0,10,3,36512,0,0,10.5054236405427,27,NA,NA
"6370_43",6370,0,3,2,20,6,12,0,NA,3,18556,1,0,9.82860235534434,22,NA,NA
"6370_44",6370,1,1,1,22,1,14,0,14,2,17326,0,1,9.76002125751085,23,NA,NA
"6370_46",6370,0,3,2,19,3,11,0,8,5,16227.92,1,0,9.69455011485645,21,3,3
"6370_189",6370,1,1,1,26,1,16,0,15,3,15033.9,0,1,9.61812944425319,28,NA,NA
"6375_34",6375,1,1,1,24,3,11,0,15,1,53304,0,0,10.8837854143846,26,NA,NA
"6381_190",6381,1,1,1,24,1,12,0,15,3,54401.81,0,1,10.9041710859218,25,NA,NA
"6381_191",6381,1,1,2,26,1,12,0,8,2,31080,1,1,10.3443519789962,28,NA,NA
"6396_31",6396,0,3,1,26,3,13,0,9,3,34191.65,0,0,10.439765987673,28,NA,NA
"6414_173",6414,1,1,2,26,1,13,0,14,3,27040.51,1,1,10.205128371793,28,NA,NA
"6418_37",6418,0,3,1,18,1,12,0,11,4,69125.46,0,1,11.1436928597589,20,NA,NA
"6434_31",6434,1,1,1,23,1,15,NA,NA,NA,34740,0,1,10.4556758246428,25,NA,NA
"6436_47",6436,0,3,1,26,3,12,0,8,2,27456.69,0,0,10.2204015534237,28,NA,NA
"6436_48",6436,1,2,2,26,2,12,0,10,4,59509.88,1,1,10.9939144319602,28,NA,NA
"6436_49",6436,1,1,1,26,1,12,4,11,3,61730.25,0,1,11.0305455646564,28,NA,NA
"6436_52",6436,1,1,2,21,3,11,0,13,4,61730.25,1,0,11.0305455646564,23,NA,NA
"6438_33",6438,1,1,2,17,7,12,0,6,4,52988.65,1,0,10.8778518904452,19,1,2
"6475_43",6475,1,1,2,24,3,13,0,17,3,45700,1,0,10.729875458481,26,NA,NA
"6478_52",6478,1,1,2,25,2,17,0,12,3,52915.19,1,1,10.8764646201722,27,NA,NA
"6485_42",6485,1,1,1,25,1,12,0,17,1,65781.22,0,1,11.0941048680334,26,NA,NA
"6485_44",6485,0,3,1,21,3,12,0,13,4,56255.6,0,0,10.937678646517,23,3,3
"6485_45",6485,1,1,2,19,3,12,0,9,1,39330,1,0,10.5797682909862,22,NA,NA
"6485_181",6485,1,1,1,26,1,12,4,13,2,54300,0,1,10.9022979219587,28,NA,NA
"6485_192",6485,1,1,2,19,3,10,0,16,3,57620,1,0,10.961642363573,21,3,3
"6495_171",6495,1,1,1,22,1,12,NA,NA,NA,67268.29,0,1,11.116459096482,25,NA,NA
"6509_31",6509,1,1,1,20,3,12,0,8,2,29688.48,0,0,10.2985480532898,22,NA,NA
"6509_33",6509,1,1,2,19,1,11,0,15,3,101600.54,1,1,11.528813971492,21,NA,NA
"6522_33",6522,1,1,2,24,1,12,0,13,4,50501,1,1,10.8297682184396,25,NA,NA
"6537_41",6537,1,1,2,16,7,10,NA,NA,NA,65800,1,0,11.0943903147663,19,NA,NA
"6537_190",6537,1,1,2,25,1,15,0,12,4,61130.32,1,1,11.0207796161153,27,NA,NA
"6539_30",6539,1,1,1,23,1,13,0,13,3,21978.3,0,1,9.99785638031672,25,NA,NA
"6541_31",6541,1,1,2,27,1,17,0,10,3,24157.99,1,1,10.0924118465392,28,NA,NA
"6541_32",6541,1,1,2,22,1,13,0,7,4,109323,1,1,11.6020712292006,24,NA,NA
"6541_34",6541,1,1,2,18,7,12,0,13,3,109323,1,0,11.6020712292006,20,3,3
"6547_33",6547,1,1,2,22,1,14,0,13,4,37194.26,1,1,10.5239366127879,24,NA,NA
"6547_34",6547,1,1,2,17,7,11,NA,NA,NA,73228,1,0,11.2013467963563,19,2,2
"6553_31",6553,1,1,2,26,1,17,0,10,2,71906.66,1,1,11.1831380748912,28,NA,NA
"6557_33",6557,1,1,1,18,6,12,2,10,3,33851.88,0,0,10.429779355962,20,3,2
"6571_39",6571,1,1,1,24,1,12,0,15,2,92580,0,1,11.4358392159959,25,NA,NA
"6571_41",6571,0,3,2,23,1,14,0,13,1,11160,1,1,9.32018083765571,25,NA,NA
"6577_42",6577,0,3,2,22,3,11,0,13,5,25208.35,1,0,10.1349702364303,24,NA,NA
"6577_44",6577,1,1,1,18,7,13,0,13,4,17862,0,0,9.79048681344888,20,NA,NA
"6577_45",6577,0,3,2,16,3,10,NA,NA,NA,39558.31,1,0,10.5855563437241,18,NA,NA
"6577_195",6577,1,1,2,20,1,13,0,8,4,60852.4,1,1,11.0162229719574,23,NA,NA
"6583_51",6583,1,1,2,25,1,15,0,9,5,27725.89,1,1,10.2301579794172,27,NA,NA
"6583_54",6583,1,1,1,23,1,12,0,11,2,36679.69,0,1,10.5100057375348,25,NA,NA
"6583_72",6583,0,3,2,16,3,9,NA,NA,NA,14792.13,1,0,9.60191816279386,18,NA,NA
"6588_179",6588,1,1,1,20,3,12,0,10,3,28571.84,0,0,10.2602118952547,22,NA,NA
"6589_38",6589,1,1,1,16,7,10,NA,NA,NA,20612.52,0,0,9.93370245017962,18,NA,NA
"6590_45",6590,1,1,2,26,1,15,0,10,3,35826.79,1,1,10.4864791282404,28,NA,NA
"6590_50",6590,0,3,2,19,3,12,0,12,4,24849,1,0,10.1206130315248,21,NA,NA
"6590_51",6590,1,1,2,17,3,12,0,14,2,78609.99,1,0,11.2722667905261,20,3,3
"6591_39",6591,1,1,2,25,1,14,0,6,4,33759,1,1,10.4270319487099,27,NA,NA
"6591_40",6591,0,3,1,22,1,14,0,12,4,32715.07,0,1,10.3956216734784,23,NA,NA
"6605_40",6605,1,1,1,21,3,12,0,16,3,24390.86,0,0,10.1020047490649,23,3,3
"6605_209",6605,1,1,1,25,3,12,0,8,3,24390.86,0,0,10.1020047490649,27,NA,NA
"6615_36",6615,1,1,2,24,1,16,0,12,2,75268.8,1,1,11.2288342709239,27,NA,NA
"6616_37",6616,1,2,2,23,3,12,0,14,3,26727.17,1,0,10.1934733443875,25,NA,NA
"6616_201",6616,1,1,1,26,1,17,0,NA,5,101086.86,0,1,11.5237453186689,28,NA,NA
"6625_35",6625,1,1,2,25,7,16,0,16,3,32552.75,1,0,10.3906478483741,28,NA,NA
"6626_39",6626,1,1,2,24,2,14,0,8,3,27636.02,1,1,10.226911457308,26,NA,NA
"6639_40",6639,1,1,1,24,8,12,0,10,5,62690,0,0,11.0459731756482,26,NA,NA
"6646_40",6646,1,1,1,26,1,12,0,13,3,39780,0,1,10.5911446903524,28,NA,NA
"6646_41",6646,1,1,1,24,3,12,0,6,2,57301.65,0,0,10.9561021494519,25,NA,NA
"6646_43",6646,0,3,2,20,3,11,0,6,4,58517.97,1,0,10.9771062541589,22,2,2
"6655_43",6655,1,1,1,21,1,12,0,14,3,37508,0,1,10.5323361831631,23,NA,NA
"6655_45",6655,0,3,2,19,3,12,0,16,2,53454.71,1,0,10.8866087395594,21,1,1
"6674_35",6674,1,1,2,19,1,12,0,8,5,29888.49,1,1,10.3052621925697,21,NA,NA
"6682_34",6682,1,1,1,24,1,16,NA,NA,NA,45508.39,0,1,10.7256739572733,26,3,2
"6682_36",6682,1,1,1,21,1,12,0,11,3,40656,0,1,10.612926301873,23,NA,NA
"6682_37",6682,0,3,1,16,7,10,NA,NA,NA,45508.39,0,0,10.7256739572733,18,NA,NA
"6682_178",6682,1,1,1,18,1,12,0,14,2,43245.88,0,1,10.6746803710296,21,2,2
"6682_179",6682,1,1,2,17,1,12,0,12,3,43245.88,1,1,10.6746803710296,20,NA,NA
"6684_40",6684,1,1,1,27,1,12,NA,NA,NA,163104,0,1,12.0021494441785,28,NA,NA
"6684_42",6684,1,1,2,24,1,13,0,NA,3,66909.6,1,1,11.1111126790061,27,3,2
"6698_33",6698,1,1,2,26,1,17,0,11,3,37976.67,1,1,10.5447536344065,28,NA,NA
"6706_38",6706,1,1,1,24,6,12,0,17,3,49147.53,0,0,10.8026022166845,26,NA,NA
"6707_35",6707,1,1,1,18,7,11,0,14,3,48258.92,0,0,10.7843566814901,20,NA,NA
"6721_36",6721,1,1,1,23,6,12,0,14,4,32737.87,0,0,10.396318335974,24,NA,NA
"6724_40",6724,1,1,1,26,8,12,0,7,2,27214.08,0,0,10.2115265104194,28,NA,NA
"6724_43",6724,1,1,2,26,7,13,0,16,2,53945,1,0,10.8957388252128,28,NA,NA
"6735_45",6735,0,3,2,26,1,12,0,13,3,21470,1,1,9.97445846640671,28,NA,NA
"6735_49",6735,0,3,2,21,3,10,NA,NA,NA,14587.73,1,0,9.58800459180625,23,NA,NA
"6736_40",6736,1,1,1,26,1,12,0,18,3,22868,0,1,10.0375375606564,28,NA,NA
"6738_35",6738,1,1,1,19,8,11,0,10,4,68808.06,0,0,11.1390907012981,22,NA,NA
"6738_187",6738,1,1,2,21,7,12,0,13,5,68808.06,1,0,11.1390907012981,23,NA,NA
"6765_39",6765,1,1,1,20,1,13,0,15,2,66862.76,0,1,11.1104123953058,22,NA,NA
"6779_43",6779,0,3,2,25,1,12,0,9,5,51545,1,1,10.8502298918661,27,NA,NA
"6779_218",6779,0,3,2,19,3,12,0,9,3,69130.52,1,0,11.1437660562573,21,NA,NA
"6780_39",6780,1,1,2,21,1,13,0,14,4,29620,1,1,10.2962388482242,23,NA,NA
"6780_40",6780,1,1,2,19,1,13,0,12,3,62350,1,1,11.0405349894719,22,3,2
"6785_37",6785,0,3,1,25,3,12,0,16,3,21680,0,0,9.98419157995109,27,NA,NA
"6785_180",6785,0,3,2,21,3,12,0,13,2,43344,1,0,10.6769466353027,24,NA,NA
"6785_181",6785,0,3,1,20,3,11,0,11,3,26556,0,0,10.1870486454036,22,3,3
"6790_38",6790,0,3,2,22,3,16,0,16,4,97202.86,1,0,11.4845657015942,25,3,3
"6793_40",6793,1,1,2,25,1,17,0,9,4,80551,1,1,11.2966582175954,27,NA,NA
"6798_41",6798,1,1,2,18,7,11,0,5,5,31464.93,1,0,10.3566606521745,20,NA,NA
"6800_179",6800,1,1,1,20,1,13,0,13,2,39544,0,1,10.5851945429535,22,NA,NA
"6822_31",6822,1,1,2,24,1,13,0,12,2,54207.5,1,1,10.9005930017,26,NA,NA
"6822_32",6822,1,1,2,24,1,17,0,13,3,118429.17,1,1,11.6820787831616,26,3,3
"6822_177",6822,1,1,2,26,3,12,0,NA,NA,118429.17,1,0,11.6820787831616,28,NA,NA
"6832_44",6832,1,1,2,25,1,12,0,8,4,53625.48,1,1,10.8897982549171,27,NA,NA
"6838_34",6838,0,3,1,19,7,10,0,15,3,45459,0,0,10.7245880974065,21,NA,NA
"6839_41",6839,1,1,2,18,7,11,0,15,3,33110.48,1,0,10.4076353290289,20,NA,NA
"6839_187",6839,1,1,2,21,7,13,0,16,5,70880,1,0,11.1687576935316,24,NA,NA
"6840_33",6840,1,1,2,25,1,13,0,15,3,31934,1,1,10.3714578659957,27,NA,NA
"6845_43",6845,1,1,1,25,1,12,0,13,2,22111.97,0,1,10.0039195931885,27,NA,NA
"6845_44",6845,1,1,2,23,6,12,0,10,2,36980,1,0,10.5181595462196,25,NA,NA
"6845_185",6845,0,3,2,22,1,12,0,12,3,19468.76,1,1,9.87661777163388,24,NA,NA
"6849_32",6849,1,1,2,25,3,NA,NA,NA,NA,29267.21,1,0,10.2842572230499,28,NA,NA
"6849_33",6849,1,1,2,25,1,14,0,10,4,53372.34,1,1,10.8850666493447,28,NA,NA
"6851_32",6851,1,1,1,21,1,12,0,9,3,17366.52,0,1,9.76235707414259,24,NA,NA
"6853_175",6853,1,1,2,24,8,12,0,11,3,32307.73,1,0,10.3830927513298,26,NA,NA
"6857_31",6857,0,3,2,18,6,12,0,14,3,21317,1,0,9.96730706524908,20,NA,NA
"6862_48",6862,0,3,2,21,3,12,0,8,4,33580,1,0,10.4217157098189,24,2,2
"6864_39",6864,1,1,2,24,1,11,0,15,4,78874,1,1,11.2756195998435,26,NA,NA
"6867_36",6867,0,3,1,25,3,13,0,15,3,11212,0,0,9.32482909846088,27,NA,NA
